cluster,member,CMI,GSPI,HLEI,Overall_new
0,0.0,0.4035855367618339,0.6758066043587261,0.7301829268292683,0.6031916893166094
0,1.0,0.4545274474577532,0.6990893963080907,0.781524926686217,0.6450472568173536
1,0.0,0.47040310688228665,0.6197587989983743,0.7,0.5967206352935537
1,1.0,0.5696688552783934,0.6610580852667555,0.7222222222222222,0.6509830542557904
2,0.0,0.38093609618020546,0.6333748663961821,0.6237300435413643,0.5460136687059173
2,1.0,0.45698709602896537,0.6474937867477715,0.7077294685990339,0.6040701171252568
