varID,cluster,cluster_label
3401020105,2,3
3401020106,2,3
3401020107,0,1
3401020108,0,1
3401020109,0,1
3401020110,0,1
3401020111,0,1
3401020112,0,1
3401020201,0,1
3401020202,0,1
3401020203,0,1
3401020204,2,3
3401020205,0,1
3401020206,0,1
3401020207,0,1
3401020208,0,1
3401020209,0,1
3401020211,0,1
3401020212,0,1
3401030101,0,1
3401030102,0,1
3401030103,0,1
3401030104,2,3
3401030105,0,1
3401030106,2,3
3401030107,0,1
3401030108,0,1
3401030109,2,3
3401030110,2,3
3401030111,0,1
3401030112,0,1
3401030201,0,1
3401030203,2,3
3401030204,0,1
3401030205,0,1
3401030206,2,3
3401030207,0,1
3401030208,0,1
3401030209,2,3
3401030210,0,1
3401030211,0,1
3401030212,0,1
3401030213,0,1
3402010101,0,1
3402010102,0,1
3402010103,0,1
3402010104,0,1
3402010105,0,1
3402010106,0,1
3402010107,0,1
3402010108,0,1
3402010109,0,1
3402010110,0,1
3402010111,0,1
3402010112,0,1
3402010201,0,1
3402010202,0,1
3402010203,0,1
3402010204,0,1
3402010205,0,1
3402010206,0,1
3402010207,0,1
3402010208,0,1
3402010209,0,1
3402010210,0,1
3402010211,0,1
3402010212,0,1
3402020101,0,1
3402020102,0,1
3402020103,0,1
3402020104,0,1
3402020105,0,1
3402020106,0,1
3402020107,0,1
3402020108,0,1
3402020109,0,1
3402020110,0,1
3402020111,0,1
3402020112,0,1
3402020201,0,1
3402020202,0,1
3402020203,0,1
3402020204,0,1
3402020205,0,1
3402020206,0,1
3402020207,0,1
3402020208,0,1
3402020209,0,1
3402020210,0,1
3402020211,0,1
3402020212,0,1
3402030101,2,3
3402030102,0,1
3402030103,0,1
3402030104,2,3
3402030105,0,1
3402030106,0,1
3402030107,0,1
3402030108,2,3
3402030109,2,3
3402030110,0,1
3402030111,2,3
3402030112,0,1
3402030201,0,1
3402030202,0,1
3402030203,0,1
3402030204,0,1
3402030205,0,1
3402030206,0,1
3402030207,0,1
3402030208,0,1
3402030209,2,3
3402030210,0,1
3402030211,2,3
3402030212,0,1
3403010101,0,1
3403010102,0,1
3403010103,0,1
3403010104,0,1
3403010105,0,1
3403010106,0,1
3403010107,0,1
3403010108,0,1
3403010109,0,1
3403010110,2,3
3403010111,0,1
3403010112,2,3
3403010201,0,1
3403010202,0,1
3403010203,0,1
3403010204,0,1
3403010205,0,1
3403010206,0,1
3403010207,0,1
3403010209,0,1
3403010210,0,1
3403010211,0,1
3403010212,0,1
3403020101,2,3
3403020102,0,1
3403020103,0,1
3403020104,0,1
3403020105,0,1
3403020106,0,1
3403020107,0,1
3403020108,0,1
3403020109,0,1
3403020110,0,1
3403020111,0,1
3403020112,2,3
3403020201,0,1
3403020202,0,1
3403020203,0,1
3403020204,0,1
3403020206,0,1
3403020207,2,3
3403020208,0,1
3403020209,0,1
3403020210,0,1
3403020211,0,1
3403020212,2,3
3403030101,0,1
3403030102,0,1
3403030103,2,3
3403030104,2,3
3403030105,0,1
3403030106,0,1
3403030107,0,1
3403030108,0,1
3403030109,0,1
3403030110,0,1
3403030111,0,1
3403030112,0,1
3403030201,1,2
3403030202,0,1
3403030203,0,1
3403030204,0,1
3403030205,0,1
3403030206,0,1
3403030207,0,1
3403030208,2,3
3403030209,0,1
3403030210,0,1
3403030211,0,1
3403030212,0,1
3404010101,0,1
3404010102,0,1
3404010103,0,1
3404010104,0,1
3404010105,0,1
3404010106,0,1
3404010107,0,1
3404010108,0,1
3404010109,0,1
3404010110,0,1
3404010111,0,1
3404010112,0,1
3404010201,0,1
3404010202,2,3
3404010203,0,1
3404010204,0,1
3404010205,0,1
3404010206,0,1
3404010207,0,1
3404010208,0,1
3404010209,0,1
3404010210,0,1
3404010211,0,1
3404010212,0,1
3404020101,0,1
3404020102,0,1
3404020103,0,1
3404020104,0,1
3404020105,0,1
3404020106,0,1
3404020107,0,1
3404020108,0,1
3404020109,0,1
3404020110,2,3
3404020111,0,1
3404020112,0,1
3404020201,0,1
3404020202,0,1
3404020203,0,1
3404020204,0,1
3404020205,0,1
3404020206,0,1
3404020207,0,1
3404020208,0,1
3404020209,0,1
3404020210,0,1
3404020211,0,1
3404020212,0,1
3404030101,0,1
3404030102,0,1
3404030103,0,1
3404030104,0,1
3404030105,0,1
3404030106,0,1
3404030107,0,1
3404030108,0,1
3404030109,0,1
3404030110,0,1
3404030111,0,1
3404030112,0,1
3404030201,0,1
3404030202,0,1
3404030203,0,1
3404030204,0,1
3404030205,0,1
3404030206,0,1
3404030207,0,1
3404030208,0,1
3404030209,0,1
3404030210,0,1
3404030211,0,1
3404030212,2,3
3405010101,0,1
3405010102,2,3
3405010103,2,3
3405010104,0,1
3405010105,0,1
3405010106,0,1
3405010107,0,1
3405010108,2,3
3405010109,0,1
3405010110,0,1
3405010111,2,3
3405010112,0,1
3405010201,0,1
3405010202,0,1
3405010203,0,1
3405010204,2,3
3405010205,0,1
3405010206,0,1
3405010207,0,1
3405010208,0,1
3405010209,0,1
3405010210,0,1
3405010211,0,1
3405010212,0,1
3405020101,0,1
3405020102,2,3
3405020103,2,3
3405020104,0,1
3405020105,2,3
3405020106,0,1
3405020107,0,1
3405020108,0,1
3405020109,0,1
3405020110,0,1
3405020111,0,1
3405020112,0,1
3405020201,0,1
3405020202,0,1
3405020203,0,1
3405020204,0,1
3405020205,0,1
3405020206,2,3
3405020207,0,1
3405020208,0,1
3405020209,0,1
3405020210,0,1
3405020211,0,1
3405020212,2,3
3405030101,0,1
3405030102,0,1
3405030103,0,1
3405030104,0,1
3405030105,2,3
3405030106,0,1
3405030107,2,3
3405030108,0,1
3405030109,0,1
3405030110,0,1
3405030111,0,1
3405030112,0,1
3405030201,0,1
3405030202,0,1
3405030203,0,1
3405030204,0,1
3405030205,0,1
3405030206,0,1
3405030207,0,1
3405030208,0,1
3405030209,0,1
3405030210,0,1
3405030211,2,3
3405030212,0,1
3701010101,0,1
3701010102,0,1
3701010103,0,1
3701010104,0,1
3701010105,0,1
3701010106,0,1
3701010107,0,1
3701010108,0,1
3701010109,0,1
3701010110,0,1
3701010111,0,1
3701010112,0,1
3701010201,0,1
3701010202,0,1
3701010203,0,1
3701010205,0,1
3701010206,0,1
3701010207,0,1
3701010208,0,1
3701010209,0,1
3701010210,0,1
3701010211,0,1
3701010212,0,1
3701020101,0,1
3701020102,0,1
3701020103,0,1
3701020104,0,1
3701020105,0,1
3701020106,0,1
3701020107,0,1
3701020108,0,1
3701020109,0,1
3701020110,0,1
3701020111,0,1
3701020112,0,1
3701020201,0,1
3701020202,0,1
3701020203,0,1
3701020204,0,1
3701020205,0,1
3701020206,0,1
3701020207,0,1
3701020208,0,1
3701020209,0,1
3701020210,0,1
3701020211,0,1
3701020212,0,1
3701030101,0,1
3701030102,0,1
3701030103,0,1
3701030104,0,1
3701030105,0,1
3701030106,0,1
3701030107,0,1
3701030108,0,1
3701030109,0,1
3701030110,0,1
3701030111,0,1
3701030112,0,1
3701030201,0,1
3701030202,0,1
3701030203,0,1
3701030204,2,3
3701030205,0,1
3701030206,0,1
3701030207,0,1
3701030208,2,3
3701030209,2,3
3701030210,0,1
3701030211,0,1
3701030212,0,1
3702010101,0,1
3702010102,0,1
3702010103,0,1
3702010104,2,3
3702010105,0,1
3702010106,0,1
3702010107,0,1
3702010108,0,1
3702010109,0,1
3702010110,0,1
3702010111,0,1
3702010112,0,1
3702010113,0,1
3702010201,0,1
3702010202,0,1
3702010203,0,1
3702010204,0,1
3702010205,0,1
3702010206,0,1
3702010207,1,2
3702010208,0,1
3702010209,2,3
3702010210,0,1
3702010211,0,1
3702010212,2,3
3702020101,0,1
3702020102,0,1
3702020103,0,1
3702020104,0,1
3702020105,0,1
3702020106,0,1
3702020107,0,1
3702020108,0,1
3702020109,0,1
3702020110,0,1
3702020111,0,1
3702020112,0,1
3702020113,0,1
3702020201,0,1
3702020202,0,1
3702020203,0,1
3702020204,0,1
3702020205,0,1
3702020206,0,1
3702020207,0,1
3702020208,0,1
3702020209,0,1
3702020210,0,1
3702020211,0,1
3702020212,0,1
3702030101,0,1
3702030102,0,1
3702030103,0,1
3702030104,0,1
3702030105,0,1
3702030106,0,1
3702030107,0,1
3702030108,0,1
3702030109,0,1
3702030110,0,1
3702030111,0,1
3702030112,0,1
3702030113,0,1
3702030201,0,1
3702030202,0,1
3702030203,0,1
3702030204,0,1
3702030205,2,3
3702030206,0,1
3702030207,0,1
3702030208,2,3
3702030209,0,1
3702030210,0,1
3702030211,0,1
3702030212,0,1
3703010101,0,1
3703010102,0,1
3703010103,0,1
3703010104,0,1
3703010105,0,1
3703010106,2,3
3703010107,0,1
3703010108,0,1
3703010109,0,1
3703010110,0,1
3703010111,0,1
3703010112,0,1
3703010201,0,1
3703010202,0,1
3703010203,0,1
3703010204,2,3
3703010205,0,1
3703010206,0,1
3703010207,0,1
3703010208,0,1
3703010209,0,1
3703010210,2,3
3703010211,0,1
3703010212,0,1
3703020101,0,1
3703020102,2,3
3703020103,0,1
3703020104,0,1
3703020105,2,3
3703020106,0,1
3703020107,0,1
3703020108,0,1
3703020109,0,1
3703020110,2,3
3703020111,0,1
3703020112,0,1
3703020201,0,1
3703020202,0,1
3703020203,0,1
3703020204,2,3
3703020205,0,1
3703020206,0,1
3703020207,0,1
3703020208,0,1
3703020209,0,1
3703020210,0,1
3703020211,0,1
3703020212,0,1
3703030101,2,3
3703030102,0,1
3703030103,2,3
3703030104,2,3
3703030105,2,3
3703030106,0,1
3703030107,0,1
3703030108,2,3
3703030109,0,1
3703030110,0,1
3703030111,2,3
3703030112,0,1
3703030201,2,3
3703030202,0,1
3703030203,2,3
3703030204,2,3
3703030205,2,3
3703030206,2,3
3703030207,0,1
3703030208,0,1
3703030209,0,1
3703030210,2,3
3703030211,0,1
3703030212,0,1
3704010101,0,1
3704010102,0,1
3704010103,0,1
3704010104,0,1
3704010105,0,1
3704010106,0,1
3704010107,0,1
3704010108,0,1
3704010109,0,1
3704010110,0,1
3704010111,0,1
3704010112,0,1
3704010201,0,1
3704010202,0,1
3704010203,0,1
3704010204,0,1
3704010205,0,1
3704010206,0,1
3704010207,0,1
3704010208,0,1
3704010209,0,1
3704010210,0,1
3704010211,0,1
3704010212,0,1
3704020101,0,1
3704020102,0,1
3704020103,0,1
3704020104,0,1
3704020105,0,1
3704020106,0,1
3704020107,0,1
3704020108,0,1
3704020109,0,1
3704020110,0,1
3704020112,0,1
3704020113,0,1
3704020201,0,1
3704020202,0,1
3704020203,0,1
3704020204,0,1
3704020205,0,1
3704020206,0,1
3704020207,0,1
3704020208,0,1
3704020209,0,1
3704020210,0,1
3704020211,0,1
3704020212,0,1
3704030101,2,3
3704030102,0,1
3704030103,2,3
3704030104,2,3
3704030105,2,3
3704030106,2,3
3704030107,2,3
3704030108,2,3
3704030109,2,3
3704030110,2,3
3704030111,2,3
3704030112,2,3
3704030201,2,3
3704030202,2,3
3704030203,0,1
3704030204,0,1
3704030205,0,1
3704030206,0,1
3704030207,0,1
3704030208,0,1
3704030209,2,3
3704030210,2,3
3704030211,2,3
3704030212,0,1
3705010101,0,1
3705010102,2,3
3705010103,2,3
3705010104,2,3
3705010105,0,1
3705010106,2,3
3705010107,2,3
3705010108,0,1
3705010109,0,1
3705010110,2,3
3705010111,0,1
3705010112,2,3
3705010201,0,1
3705010202,0,1
3705010203,0,1
3705010204,0,1
3705010205,0,1
3705010206,0,1
3705010207,0,1
3705010208,0,1
3705010209,0,1
3705010210,0,1
3705010211,0,1
3705010212,0,1
3705020101,0,1
3705020102,0,1
3705020103,0,1
3705020104,0,1
3705020105,0,1
3705020106,0,1
3705020107,0,1
3705020108,0,1
3705020109,0,1
3705020110,0,1
3705020111,0,1
3705020112,0,1
3705020201,2,3
3705020202,2,3
3705020203,0,1
3705020204,2,3
3705020205,0,1
3705020206,2,3
3705020207,0,1
3705020208,0,1
3705020209,0,1
3705020210,0,1
3705020211,0,1
3705020212,0,1
3705030101,2,3
3705030102,0,1
3705030103,2,3
3705030104,0,1
3705030105,0,1
3705030106,0,1
3705030107,2,3
3705030108,0,1
3705030109,0,1
3705030110,0,1
3705030111,0,1
3705030112,0,1
3705030201,0,1
3705030202,0,1
3705030203,2,3
3705030204,0,1
3705030205,0,1
3705030206,0,1
3705030207,0,1
3705030208,0,1
3705030209,0,1
3705030210,2,3
3705030211,2,3
3705030212,0,1
3706010101,0,1
3706010102,0,1
3706010103,0,1
3706010104,0,1
3706010105,2,3
3706010106,0,1
3706010107,0,1
3706010108,0,1
3706010109,2,3
3706010110,0,1
3706010111,0,1
3706010112,2,3
4101010101,0,1
4101010102,0,1
4101010103,0,1
4101010104,0,1
4101010105,0,1
4101010106,0,1
4101010107,0,1
4101010108,0,1
4101010109,0,1
4101010110,0,1
4101010111,0,1
4101010112,0,1
4101010113,0,1
4101010114,0,1
4101010201,0,1
4101010202,0,1
4101010203,0,1
4101010204,0,1
4101010205,0,1
4101010206,0,1
4101010207,0,1
4101010208,0,1
4101010209,0,1
4101010210,0,1
4101010211,2,3
4101010212,0,1
4101010213,0,1
4101020101,0,1
4101020102,0,1
4101020103,0,1
4101020104,0,1
4101020105,0,1
4101020106,0,1
4101020107,0,1
4101020108,0,1
4101020109,0,1
4101020110,0,1
4101020111,1,2
4101020112,0,1
