cluster,CMI,GSPI,HLEI,Overall_new
0.0,0.050941910695919135,0.023282791949364667,0.05134199985694865,0.04185556750074437
1.0,0.09926574839610686,0.0412992862683812,0.022222222222222254,0.054262418962236825
2.0,0.07605099984875985,0.014118920351589459,0.08399942505766955,0.058056448419339546
