,CMI,CMI,GSPI,GSPI,HLEI,HLEI,Overall_new,Overall_new
,mean,std,mean,std,mean,std,mean,std
cluster,,,,,,,,
0,0.41504221550150877,0.14430129970419764,0.6818833094708567,0.13406441967649266,0.7424452935046891,0.21958738324181504,0.6131236061590182,0.11233763252264882
1,0.5076277625308266,0.183840239042026,0.6352460313490172,0.13598378171958908,0.7083333333333334,0.2041241452319315,0.6170690424043924,0.11966498100128453
2,0.3978937622106021,0.18236097061807532,0.6368304966769438,0.1528023654588859,0.6433333333333333,0.2334868926348072,0.5593525307402931,0.12403632574415839
